id,title,url,full_title,lyrics_state,annotation_count,artist_id,artist_name,artist_url,artist_image_url
4132770,Alabama Song (Live 1978),https://genius.com/David-bowie-alabama-song-live-1978-lyrics,Alabama Song (Live 1978) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5214217,Alabama Song [Welcome to the Blackout],https://genius.com/David-bowie-alabama-song-welcome-to-the-blackout-lyrics,Alabama Song [Welcome to the Blackout] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
240237,Aladdin Sane (1913–1938–197?),https://genius.com/David-bowie-aladdin-sane-19131938197-lyrics,Aladdin Sane (1913–1938–197?) by David Bowie,complete,9,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5181868,Aladdin Sane (ChangesNowBowie Version),https://genius.com/David-bowie-aladdin-sane-changesnowbowie-version-lyrics,Aladdin Sane (ChangesNowBowie Version) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4131425,Aladdin Sane (Live 1974),https://genius.com/David-bowie-aladdin-sane-live-1974-lyrics,Aladdin Sane (Live 1974) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4178516,Aladdin Sane (Live ’74),https://genius.com/David-bowie-aladdin-sane-live-74-lyrics,Aladdin Sane (Live '74) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
8343219,Aladdin Sane (Moonage Daydream Edit),https://genius.com/David-bowie-aladdin-sane-moonage-daydream-edit-lyrics,Aladdin Sane (Moonage Daydream Edit) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
3715083,A Lad in Vain [aka: Zion],https://genius.com/David-bowie-a-lad-in-vain-aka-zion-lyrics,A Lad in Vain [aka: Zion] by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
993669,All Saints,https://genius.com/David-bowie-all-saints-lyrics,All Saints by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
338893,All the Madmen,https://genius.com/David-bowie-all-the-madmen-lyrics,All the Madmen by David Bowie,complete,14,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
10170848,All The Madmen (Mono Single Edit),https://genius.com/David-bowie-all-the-madmen-mono-single-edit-lyrics,All The Madmen (Mono Single Edit) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
6858006,All the Madmen (Single Edit) [2020 Mix],https://genius.com/David-bowie-all-the-madmen-single-edit-2020-mix-lyrics,All the Madmen (Single Edit) [2020 Mix] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
153335,All the Young Dudes,https://genius.com/David-bowie-all-the-young-dudes-lyrics,All the Young Dudes by David Bowie,complete,9,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4131426,All The Young Dudes (Live 1974),https://genius.com/David-bowie-all-the-young-dudes-live-1974-lyrics,All The Young Dudes (Live 1974) by David Bowie,complete,2,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
9415282,All The Young Dudes (Live) [2023 Remaster],https://genius.com/David-bowie-all-the-young-dudes-live-2023-remaster-lyrics,All The Young Dudes (Live) [2023 Remaster] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4178517,All The Young Dudes (Live ’74),https://genius.com/David-bowie-all-the-young-dudes-live-74-lyrics,All The Young Dudes (Live '74) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
1597124,Almost Grown,https://genius.com/David-bowie-almost-grown-lyrics,Almost Grown by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
1333512,Alternate Candidate,https://genius.com/David-bowie-alternate-candidate-lyrics,Alternate Candidate by David Bowie,complete,2,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
1710487,Alternative Candidate,https://genius.com/David-bowie-alternative-candidate-lyrics,Alternative Candidate by David Bowie,complete,8,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
173017,Always Crashing in the Same Car,https://genius.com/David-bowie-always-crashing-in-the-same-car-lyrics,Always Crashing in the Same Car by David Bowie,complete,4,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5845705,"Always Crashing in the Same Car (Live at the Elysée Montmartre, Paris on 14th October, 1999)",https://genius.com/David-bowie-always-crashing-in-the-same-car-live-at-the-elysee-montmartre-paris-on-14th-october-1999-lyrics,"Always Crashing in the Same Car (Live at the Elysée Montmartre, Paris on 14th October, 1999) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
6813468,"Always Crashing In The Same Car (Live at the Kit Kat Klub, New York, 19th November, 1999)",https://genius.com/David-bowie-always-crashing-in-the-same-car-live-at-the-kit-kat-klub-new-york-19th-november-1999-lyrics,"Always Crashing In The Same Car (Live at the Kit Kat Klub, New York, 19th November, 1999) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
1974004,America,https://genius.com/David-bowie-america-lyrics,America by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
997235,Amsterdam,https://genius.com/David-bowie-amsterdam-lyrics,Amsterdam by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
7003421,Amsterdam (BBC Live Session),https://genius.com/David-bowie-amsterdam-bbc-live-session-lyrics,Amsterdam (BBC Live Session) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5455585,Amsterdam [Bowie at the Beeb],https://genius.com/David-bowie-amsterdam-bowie-at-the-beeb-lyrics,Amsterdam [Bowie at the Beeb] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
8587636,Amsterdam (Early Mix) [2022 Remaster],https://genius.com/David-bowie-amsterdam-early-mix-2022-remaster-lyrics,Amsterdam (Early Mix) [2022 Remaster] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
8606164,"Amsterdam (Live Friars, Aylesbury, 25th September, 1971)",https://genius.com/David-bowie-amsterdam-live-friars-aylesbury-25th-september-1971-lyrics,"Amsterdam (Live Friars, Aylesbury, 25th September, 1971) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
338926,Andy Warhol,https://genius.com/David-bowie-andy-warhol-lyrics,Andy Warhol by David Bowie,complete,8,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5455678,Andy Warhol [Bowie at the Beeb],https://genius.com/David-bowie-andy-warhol-bowie-at-the-beeb-lyrics,Andy Warhol [Bowie at the Beeb] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5181862,Andy Warhol (ChangesNowBowie Version),https://genius.com/David-bowie-andy-warhol-changesnowbowie-version-lyrics,Andy Warhol (ChangesNowBowie Version) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
6606889,"Andy Warhol (Live at the Starplex Amphitheater, Dallas, 13th October, 1995)",https://genius.com/David-bowie-andy-warhol-live-at-the-starplex-amphitheater-dallas-13th-october-1995-lyrics,"Andy Warhol (Live at the Starplex Amphitheater, Dallas, 13th October, 1995) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
8606170,"Andy Warhol (Live Friars, Aylesbury, 25th September, 1971)",https://genius.com/David-bowie-andy-warhol-live-friars-aylesbury-25th-september-1971-lyrics,"Andy Warhol (Live Friars, Aylesbury, 25th September, 1971) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4178280,Andy Warhol [Live Santa Monica ’72],https://genius.com/David-bowie-andy-warhol-live-santa-monica-72-lyrics,Andy Warhol [Live Santa Monica '72] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
10198600,Andy Warhol (Sounds Of The 70s: Bob Harris - recorded 23rd May 1972),https://genius.com/David-bowie-andy-warhol-sounds-of-the-70s-bob-harris-recorded-23rd-may-1972-lyrics,Andy Warhol (Sounds Of The 70s: Bob Harris - recorded 23rd May 1972) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
7659800,Andy Warhol (Studio Error Cut),https://genius.com/David-bowie-andy-warhol-studio-error-cut-lyrics,Andy Warhol (Studio Error Cut) by David Bowie,complete,7,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
173020,A New Career in a New Town,https://genius.com/David-bowie-a-new-career-in-a-new-town-lyrics,A New Career in a New Town by David Bowie,complete,2,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
8343225,A New Career in a New Town (Moonage Daydream Mix),https://genius.com/David-bowie-a-new-career-in-a-new-town-moonage-daydream-mix-lyrics,A New Career in a New Town (Moonage Daydream Mix) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4216420,"Angel, Angel, Grubby Face (demo version 1)",https://genius.com/David-bowie-angel-angel-grubby-face-demo-version-1-lyrics,"Angel, Angel, Grubby Face (demo version 1) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4216421,"Angel, Angel, Grubby Face (Demo Version 2)",https://genius.com/David-bowie-angel-angel-grubby-face-demo-version-2-lyrics,"Angel, Angel, Grubby Face (Demo Version 2) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
338923,An Occasional Dream,https://genius.com/David-bowie-an-occasional-dream-lyrics,An Occasional Dream by David Bowie,complete,6,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5026038,An Occasional Dream (2019 Mix),https://genius.com/David-bowie-an-occasional-dream-2019-mix-lyrics,An Occasional Dream (2019 Mix) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
6901247,An Occasional Dream (BBC Live Session),https://genius.com/David-bowie-an-occasional-dream-bbc-live-session-lyrics,An Occasional Dream (BBC Live Session) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4664527,An Occasional Dream (Clareville Grove Demo) [2019 Remaster],https://genius.com/David-bowie-an-occasional-dream-clareville-grove-demo-2019-remaster-lyrics,An Occasional Dream (Clareville Grove Demo) [2019 Remaster] by David Bowie (Ft. John Hutchinson),complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
338936,"Anyway, Anyhow, Anywhere",https://genius.com/David-bowie-anyway-anyhow-anywhere-lyrics,"Anyway, Anyhow, Anywhere by David Bowie",complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
173024,Art Decade,https://genius.com/David-bowie-art-decade-lyrics,Art Decade by David Bowie,complete,2,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4131917,Art Decade (Live 1978),https://genius.com/David-bowie-art-decade-live-1978-lyrics,Art Decade (Live 1978) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5214213,Art Decade [Welcome to the Blackout],https://genius.com/David-bowie-art-decade-welcome-to-the-blackout-lyrics,Art Decade [Welcome to the Blackout] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
339065,Ashes to Ashes,https://genius.com/David-bowie-ashes-to-ashes-lyrics,Ashes to Ashes by David Bowie,complete,20,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4128652,"Ashes to Ashes (Live, Glastonbury, 2000)",https://genius.com/David-bowie-ashes-to-ashes-live-glastonbury-2000-lyrics,"Ashes to Ashes (Live, Glastonbury, 2000) by David Bowie",complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
8343245,Ashes To Ashes (Moonage Daydream Mix),https://genius.com/David-bowie-ashes-to-ashes-moonage-daydream-mix-lyrics,Ashes To Ashes (Moonage Daydream Mix) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
10173023,Ashes To Ashes (Single Version),https://genius.com/David-bowie-ashes-to-ashes-single-version-lyrics,Ashes To Ashes (Single Version) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
339059,A Small Plot of Land,https://genius.com/David-bowie-a-small-plot-of-land-lyrics,A Small Plot of Land by David Bowie,complete,5,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
7430609,A Small Plot Of Land (2021 Remaster),https://genius.com/David-bowie-a-small-plot-of-land-2021-remaster-lyrics,A Small Plot Of Land (2021 Remaster) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
7430560,A Small Plot Of Land (Long Basquiat Soundtrack Version) [2021 Remaster],https://genius.com/David-bowie-a-small-plot-of-land-long-basquiat-soundtrack-version-2021-remaster-lyrics,A Small Plot Of Land (Long Basquiat Soundtrack Version) [2021 Remaster] by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
298921,As the World Falls Down,https://genius.com/David-bowie-as-the-world-falls-down-lyrics,As the World Falls Down by David Bowie,complete,9,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
261446,Atomica,https://genius.com/David-bowie-atomica-lyrics,Atomica by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
1443123,Baal’s Hymn,https://genius.com/David-bowie-baals-hymn-lyrics,Baal's Hymn by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
1263642,Baby Loves That Way,https://genius.com/David-bowie-baby-loves-that-way-lyrics,Baby Loves That Way by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
5216833,Baby Universal ’97,https://genius.com/David-bowie-baby-universal-97-lyrics,Baby Universal '97 by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
4131435,Band Intro (Live 1974),https://genius.com/David-bowie-band-intro-live-1974-lyrics,Band Intro (Live 1974) by David Bowie,complete,0,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
339104,Bang Bang,https://genius.com/David-bowie-bang-bang-lyrics,Bang Bang by David Bowie,complete,3,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
3863956,"Bang Bang, 2018",https://genius.com/David-bowie-bang-bang-2018-lyrics,"Bang Bang, 2018 by David Bowie",complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
927535,Bars of the County Jail,https://genius.com/David-bowie-bars-of-the-county-jail-lyrics,Bars of the County Jail by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
339144,Battle for Britain (The Letter),https://genius.com/David-bowie-battle-for-britain-the-letter-lyrics,Battle for Britain (The Letter) by David Bowie,complete,1,9534,David Bowie,https://genius.com/artists/David-bowie,https://images.genius.com/30ce3a22553b434dca88a07dd8e1c87a.591x591x1.jpg
